sample,wavelength,cm2_dmol-1,voltage
Beta_0,225.5,-3.3677,315.014
Beta_0,225.4,-3.39373,315.163
Beta_0,225.3,-3.41609,315.309
Beta_0,225.2,-3.40872,315.454
Beta_0,225.1,-3.44031,315.597
Beta_0,225,-3.48497,315.739
Beta_0,224.9,-3.53541,315.881
Beta_0,224.8,-3.62331,316.029
Beta_0,224.7,-3.6484,316.174
Beta_0,224.6,-3.65848,316.324
Beta_0,224.5,-3.64002,316.471
Beta_0,224.4,-3.68783,316.624
Beta_0,224.3,-3.70346,316.772
Beta_0,224.2,-3.70255,316.922
Beta_0,224.1,-3.69914,317.07
Beta_0,224,-3.71662,317.222
Beta_0,223.9,-3.75162,317.374
Beta_0,223.8,-3.70015,317.525
Beta_0,223.7,-3.72739,317.677
Beta_0,223.6,-3.69665,317.827
Beta_0,223.5,-3.63653,317.979
Beta_0,223.4,-3.65527,318.134
Beta_0,223.3,-3.72427,318.287
Beta_0,223.2,-3.7519,318.442
Beta_0,223.1,-3.72481,318.594
Beta_0,223,-3.74774,318.752
Beta_0,222.9,-3.73253,318.908
Beta_0,222.8,-3.82263,319.064
Beta_0,222.7,-3.83134,319.22
Beta_0,222.6,-3.87729,319.375
Beta_0,222.5,-3.91871,319.531
Beta_0,222.4,-3.94013,319.691
Beta_0,222.3,-3.89914,319.851
Beta_0,222.2,-3.91931,320.008
Beta_0,222.1,-3.95549,320.164
Beta_0,222,-3.94383,320.325
Beta_0,221.9,-3.96775,320.481
Beta_0,221.8,-3.96394,320.641
Beta_0,221.7,-3.95144,320.796
Beta_0,221.6,-3.98821,320.949
Beta_0,221.5,-4.00382,321.105
Beta_0,221.4,-4.0231,321.263
Beta_0,221.3,-3.97607,321.416
Beta_0,221.2,-3.94923,321.573
Beta_0,221.1,-3.95264,321.73
Beta_0,221,-3.99039,321.887
Beta_0,220.9,-4.02281,322.046
Beta_0,220.8,-4.08269,322.204
Beta_0,220.7,-4.09067,322.359
Beta_0,220.6,-4.08089,322.518
Beta_0,220.5,-4.07949,322.677
Beta_0,220.4,-4.05625,322.834
Beta_0,220.3,-4.04222,322.992
Beta_0,220.2,-3.90863,323.153
Beta_0,220.1,-3.85354,323.309
Beta_0,220,-3.79985,323.471
Beta_0,219.9,-3.74623,323.622
Beta_0,219.8,-3.77755,323.779
Beta_0,219.7,-3.7489,323.937
Beta_0,219.6,-3.72859,324.097
Beta_0,219.5,-3.68333,324.254
Beta_0,219.4,-3.64008,324.411
Beta_0,219.3,-3.57635,324.569
Beta_0,219.2,-3.61147,324.719
Beta_0,219.1,-3.64133,324.871
Beta_0,219,-3.63286,325.027
Beta_0,218.9,-3.6331,325.181
Beta_0,218.8,-3.7553,325.336
Beta_0,218.7,-3.82657,325.486
Beta_0,218.6,-3.83398,325.644
Beta_0,218.5,-3.84793,325.8
Beta_0,218.4,-3.85541,325.952
Beta_0,218.3,-3.89236,326.104
Beta_0,218.2,-3.86697,326.255
Beta_0,218.1,-3.81178,326.406
Beta_0,218,-3.8263,326.556
Beta_0,217.9,-3.84326,326.708
Beta_0,217.8,-3.82939,326.863
Beta_0,217.7,-3.76451,327.016
Beta_0,217.6,-3.76555,327.167
Beta_0,217.5,-3.7085,327.322
Beta_0,217.4,-3.61064,327.478
Beta_0,217.3,-3.63942,327.629
Beta_0,217.2,-3.63225,327.778
Beta_0,217.1,-3.58911,327.931
Beta_0,217,-3.52017,328.082
Beta_0,216.9,-3.53134,328.234
Beta_0,216.8,-3.55443,328.39
Beta_0,216.7,-3.52525,328.542
Beta_0,216.6,-3.43418,328.696
Beta_0,216.5,-3.37364,328.847
Beta_0,216.4,-3.37517,329.004
Beta_0,216.3,-3.40661,329.16
Beta_0,216.2,-3.35025,329.31
Beta_0,216.1,-3.29246,329.458
Beta_0,216,-3.26535,329.613
Beta_0,215.9,-3.1647,329.766
Beta_0,215.8,-3.09133,329.917
Beta_0,215.7,-2.99549,330.069
Beta_0,215.6,-2.94367,330.226
Beta_0,215.5,-2.79608,330.376
Beta_0,215.4,-2.73046,330.53
Beta_0,215.3,-2.72148,330.683
Beta_0,215.2,-2.70043,330.841
Beta_0,215.1,-2.66919,330.995
Beta_0,215,-2.59508,331.146
Beta_0,214.9,-2.48907,331.296
Beta_0,214.8,-2.47802,331.453
Beta_0,214.7,-2.38682,331.607
Beta_0,214.6,-2.36712,331.762
Beta_0,214.5,-2.30007,331.915
Beta_0,214.4,-2.32274,332.069
Beta_0,214.3,-2.32149,332.224
Beta_0,214.2,-2.26092,332.383
Beta_0,214.1,-2.25753,332.542
Beta_0,214,-2.21714,332.697
Beta_0,213.9,-2.14006,332.856
Beta_0,213.8,-2.07006,333.015
Beta_0,213.7,-2.02952,333.178
Beta_0,213.6,-2.03755,333.346
Beta_0,213.5,-1.98824,333.511
Beta_0,213.4,-1.95988,333.679
Beta_0,213.3,-1.87365,333.848
Beta_0,213.2,-1.81235,334.017
Beta_0,213.1,-1.7733,334.189
Beta_0,213,-1.65747,334.358
Beta_0,212.9,-1.65128,334.522
Beta_0,212.8,-1.63789,334.691
Beta_0,212.7,-1.59034,334.862
Beta_0,212.6,-1.52978,335.032
Beta_0,212.5,-1.47597,335.2
Beta_0,212.4,-1.4276,335.363
Beta_0,212.3,-1.32162,335.531
Beta_0,212.2,-1.17706,335.699
Beta_0,212.1,-1.08021,335.864
Beta_0,212,-1.02214,336.03
Beta_0,211.9,-1.00735,336.196
Beta_0,211.8,-0.858878,336.366
Beta_0,211.7,-0.771476,336.53
Beta_0,211.6,-0.69772,336.703
Beta_0,211.5,-0.646516,336.865
Beta_0,211.4,-0.506589,337.029
Beta_0,211.3,-0.363412,337.194
Beta_0,211.2,-0.317292,337.36
Beta_0,211.1,-0.277515,337.527
Beta_0,211,-0.198762,337.689
Beta_0,210.9,-0.172801,337.85
Beta_0,210.8,-0.135077,338.014
Beta_0,210.7,-0.0749523,338.173
Beta_0,210.6,-0.038422,338.334
Beta_0,210.5,0.0362125,338.494
Beta_0,210.4,0.0267612,338.661
Beta_0,210.3,0.115453,338.818
Beta_0,210.2,0.185923,338.986
Beta_0,210.1,0.279619,339.156
Beta_0,210,0.324956,339.319
Beta_0,209.9,0.401604,339.482
Beta_0,209.8,0.572906,339.645
Beta_0,209.7,0.668977,339.806
Beta_0,209.6,0.757973,339.966
Beta_0,209.5,0.774815,340.127
Beta_0,209.4,0.814942,340.288
Beta_0,209.3,0.921067,340.45
Beta_0,209.2,1.07741,340.613
Beta_0,209.1,1.16616,340.772
Beta_0,209,1.25544,340.94
Beta_0,208.9,1.45081,341.105
Beta_0,208.8,1.56818,341.265
Beta_0,208.7,1.64329,341.425
Beta_0,208.6,1.77095,341.593
Beta_0,208.5,1.88692,341.761
Beta_0,208.4,1.93862,341.928
Beta_0,208.3,2.00861,342.102
Beta_0,208.2,2.03612,342.274
Beta_0,208.1,2.19546,342.444
Beta_0,208,2.2748,342.619
Beta_0,207.9,2.28604,342.793
Beta_0,207.8,2.41617,342.967
Beta_0,207.7,2.50829,343.133
Beta_0,207.6,2.58,343.3
Beta_0,207.5,2.67547,343.468
Beta_0,207.4,2.76242,343.64
Beta_0,207.3,2.82087,343.814
Beta_0,207.2,2.90066,343.986
Beta_0,207.1,3.01415,344.157
Beta_0,207,3.15338,344.328
Beta_0,206.9,3.28444,344.501
Beta_0,206.8,3.39165,344.679
Beta_0,206.7,3.5826,344.853
Beta_0,206.6,3.68077,345.027
Beta_0,206.5,3.78263,345.202
Beta_0,206.4,3.7941,345.378
Beta_0,206.3,3.81329,345.554
Beta_0,206.2,3.90383,345.738
Beta_0,206.1,3.91573,345.917
Beta_0,206,3.9795,346.098
Beta_0,205.9,3.97699,346.279
Beta_0,205.8,4.09345,346.463
Beta_0,205.7,4.06655,346.649
Beta_0,205.6,4.16713,346.838
Beta_0,205.5,4.28994,347.024
Beta_0,205.4,4.27945,347.21
Beta_0,205.3,4.32747,347.396
Beta_0,205.2,4.35381,347.584
Beta_0,205.1,4.48431,347.779
Beta_0,205,4.61524,347.974
Beta_0,204.9,4.60361,348.164
Beta_0,204.8,4.69308,348.355
Beta_0,204.7,4.77043,348.546
Beta_0,204.6,4.89801,348.74
Beta_0,204.5,4.96365,348.933
Beta_0,204.4,5.06244,349.124
Beta_0,204.3,5.15834,349.318
Beta_0,204.2,5.18073,349.512
Beta_0,204.1,5.25526,349.705
Beta_0,204,5.25901,349.9
Beta_0,203.9,5.28488,350.092
Beta_0,203.8,5.26228,350.288
Beta_0,203.7,5.23903,350.479
Beta_0,203.6,5.33081,350.679
Beta_0,203.5,5.33659,350.877
Beta_0,203.4,5.3353,351.078
Beta_0,203.3,5.39339,351.278
Beta_0,203.2,5.33017,351.478
Beta_0,203.1,5.3002,351.681
Beta_0,203,5.29397,351.886
Beta_0,202.9,5.24439,352.084
Beta_0,202.8,5.23904,352.288
Beta_0,202.7,5.28775,352.492
Beta_0,202.6,5.30765,352.699
Beta_0,202.5,5.34682,352.906
Beta_0,202.4,5.39453,353.117
Beta_0,202.3,5.32395,353.323
Beta_0,202.2,5.30181,353.536
Beta_0,202.1,5.27368,353.748
Beta_0,202,5.21639,353.964
Beta_0,201.9,5.17274,354.175
Beta_0,201.8,5.30956,354.388
Beta_0,201.7,5.39919,354.6
Beta_0,201.6,5.52318,354.818
Beta_0,201.5,5.52557,355.035
Beta_0,201.4,5.54215,355.255
Beta_0,201.3,5.54446,355.468
Beta_0,201.2,5.61683,355.683
Beta_0,201.1,5.70694,355.9
Beta_0,201,5.79043,356.124
Beta_0,200.9,5.72521,356.341
Beta_0,200.8,5.81893,356.555
Beta_0,200.7,5.87672,356.763
Beta_0,200.6,5.92753,356.976
Beta_0,200.5,5.89065,357.191
Beta_0,200.4,5.84321,357.403
Beta_0,200.3,5.71021,357.607
Beta_0,200.2,5.70618,357.82
Beta_0,200.1,5.71093,358.031
Beta_0,200,5.62693,358.247
Beta_0,199.9,5.57287,358.459
Beta_0,199.8,5.36827,358.67
Beta_0,199.7,5.2547,358.877
Beta_0,199.6,5.27677,359.084
Beta_0,199.5,5.30618,359.291
Beta_0,199.4,5.31069,359.498
Beta_0,199.3,5.30317,359.706
Beta_0,199.2,5.28984,359.912
Beta_0,199.1,5.23921,360.115
Beta_0,199,5.24139,360.327
Beta_0,198.9,5.33098,360.531
Beta_0,198.8,5.37572,360.729
Beta_0,198.7,5.4369,360.928
Beta_0,198.6,5.3634,361.125
Beta_0,198.5,5.37963,361.324
Beta_0,198.4,5.48144,361.521
Beta_0,198.3,5.50118,361.717
Beta_0,198.2,5.45007,361.913
Beta_0,198.1,5.34845,362.108
Beta_0,198,5.29985,362.306
Beta_0,197.9,5.35169,362.503
Beta_0,197.8,5.30784,362.7
Beta_0,197.7,5.36863,362.894
Beta_0,197.6,5.24102,363.092
Beta_0,197.5,5.1487,363.29
Beta_0,197.4,5.13252,363.493
Beta_0,197.3,5.24254,363.693
Beta_0,197.2,5.3228,363.894
Beta_0,197.1,5.24149,364.091
Beta_0,197,5.27004,364.292
Beta_0,196.9,5.33002,364.488
Beta_0,196.8,5.45099,364.688
Beta_0,196.7,5.45793,364.885
Beta_0,196.6,5.37815,365.085
Beta_0,196.5,5.37834,365.283
Beta_0,196.4,5.40443,365.486
Beta_0,196.3,5.44687,365.685
Beta_0,196.2,5.49331,365.884
Beta_0,196.1,5.51895,366.083
Beta_0,196,5.52034,366.283
Beta_0,195.9,5.5418,366.481
Beta_0,195.8,5.62984,366.68
Beta_0,195.7,5.59757,366.878
Beta_0,195.6,5.54263,367.075
Beta_0,195.5,5.47135,367.27
Beta_0,195.4,5.46623,367.47
Beta_0,195.3,5.5587,367.66
Beta_0,195.2,5.5436,367.851
Beta_0,195.1,5.5578,368.038
Beta_0,195,5.54624,368.227
Beta_0,194.9,5.59159,368.414
Beta_0,194.8,5.51212,368.597
Beta_0,194.7,5.45488,368.776
Beta_0,194.6,5.50247,368.958
Beta_0,194.5,5.58512,369.138
Beta_0,194.4,5.53276,369.321
Beta_0,194.3,5.50416,369.499
Beta_0,194.2,5.56752,369.681
Beta_0,194.1,5.66332,369.859
Beta_0,194,5.63195,370.042
Beta_0,193.9,5.57868,370.223
Beta_0,193.8,5.63909,370.406
Beta_0,193.7,5.60367,370.587
Beta_0,193.6,5.58202,370.77
Beta_0,193.5,5.61001,370.955
Beta_0,193.4,5.62532,371.139
Beta_0,193.3,5.51659,371.32
Beta_0,193.2,5.60913,371.5
Beta_0,193.1,5.65176,371.677
Beta_0,193,5.64001,371.853
Beta_0,192.9,5.64327,372.024
Beta_0,192.8,5.55772,372.193
Beta_0,192.7,5.4684,372.351
Beta_0,192.6,5.39696,372.507
Beta_0,192.5,5.38188,372.662
Beta_0,192.4,5.23345,372.813
Beta_0,192.3,5.15614,372.957
Beta_0,192.2,5.11328,373.101
Beta_0,192.1,4.98578,373.243
Beta_0,192,4.96945,373.387
Beta_0,191.9,4.8407,373.533
Beta_0,191.8,4.72169,373.681
Beta_0,191.7,4.73959,373.835
Beta_0,191.6,4.67316,373.99
Beta_0,191.5,4.7224,374.149
Beta_0,191.4,4.66403,374.316
Beta_0,191.3,4.71616,374.492
Beta_0,191.2,4.63436,374.664
Beta_0,191.1,4.60307,374.839
Beta_0,191,4.67146,375.014
Beta_0,190.9,4.54434,375.185
Beta_0,190.8,4.5439,375.356
Beta_0,190.7,4.52615,375.526
Beta_0,190.6,4.46234,375.691
Beta_0,190.5,4.39488,375.851
Beta_0,190.4,4.36005,376.018
Beta_0,190.3,4.35404,376.183
Beta_0,190.2,4.19715,376.35
Beta_0,190.1,4.1487,376.512
Beta_0,190,4.05912,376.675
Beta_20,250,0.194944,295.389
Beta_20,249.9,0.245585,295.426
Beta_20,249.8,0.267172,295.464
Beta_20,249.7,0.329317,295.502
Beta_20,249.6,0.395034,295.543
Beta_20,249.5,0.446528,295.588
Beta_20,249.4,0.488071,295.63
Beta_20,249.3,0.472105,295.672
Beta_20,249.2,0.418495,295.711
Beta_20,249.1,0.416736,295.751
Beta_20,249,0.400355,295.793
Beta_20,248.9,0.362746,295.834
Beta_20,248.8,0.31132,295.881
Beta_20,248.7,0.297512,295.923
Beta_20,248.6,0.235085,295.962
Beta_20,248.5,0.183422,296.006
Beta_20,248.4,0.14826,296.047
Beta_20,248.3,0.114771,296.088
Beta_20,248.2,0.0909023,296.133
Beta_20,248.1,0.0869888,296.177
Beta_20,248,0.0337254,296.221
Beta_20,247.9,0.00949593,296.27
Beta_20,247.8,-0.00458031,296.317
Beta_20,247.7,0.0233578,296.363
Beta_20,247.6,0.053215,296.407
Beta_20,247.5,0.137234,296.453
Beta_20,247.4,0.123324,296.498
Beta_20,247.3,0.170161,296.548
Beta_20,247.2,0.220222,296.6
Beta_20,247.1,0.224574,296.649
Beta_20,247,0.247937,296.699
Beta_20,246.9,0.27571,296.748
Beta_20,246.8,0.269195,296.8
Beta_20,246.7,0.312383,296.848
Beta_20,246.6,0.3051,296.896
Beta_20,246.5,0.328205,296.942
Beta_20,246.4,0.312105,296.992
Beta_20,246.3,0.310741,297.044
Beta_20,246.2,0.302948,297.094
Beta_20,246.1,0.282998,297.14
Beta_20,246,0.279524,297.191
Beta_20,245.9,0.28272,297.237
Beta_20,245.8,0.253118,297.288
Beta_20,245.7,0.242076,297.338
Beta_20,245.6,0.227236,297.385
Beta_20,245.5,0.22086,297.435
Beta_20,245.4,0.195668,297.483
Beta_20,245.3,0.208038,297.532
Beta_20,245.2,0.215704,297.583
Beta_20,245.1,0.22986,297.629
Beta_20,245,0.221128,297.685
Beta_20,244.9,0.230292,297.737
Beta_20,244.8,0.224342,297.792
Beta_20,244.7,0.22947,297.841
Beta_20,244.6,0.220363,297.889
Beta_20,244.5,0.194952,297.938
Beta_20,244.4,0.197071,297.991
Beta_20,244.3,0.212436,298.045
Beta_20,244.2,0.219241,298.097
Beta_20,244.1,0.241464,298.147
Beta_20,244,0.253794,298.201
Beta_20,243.9,0.219912,298.252
Beta_20,243.8,0.197491,298.311
Beta_20,243.7,0.215194,298.37
Beta_20,243.6,0.187727,298.426
Beta_20,243.5,0.251026,298.486
Beta_20,243.4,0.317842,298.547
Beta_20,243.3,0.309954,298.611
Beta_20,243.2,0.316772,298.677
Beta_20,243.1,0.278537,298.739
Beta_20,243,0.286574,298.8
Beta_20,242.9,0.289532,298.86
Beta_20,242.8,0.259113,298.925
Beta_20,242.7,0.246943,298.995
Beta_20,242.6,0.307107,299.065
Beta_20,242.5,0.289369,299.136
Beta_20,242.4,0.277902,299.2
Beta_20,242.3,0.30839,299.263
Beta_20,242.2,0.314985,299.33
Beta_20,242.1,0.276406,299.396
Beta_20,242,0.240057,299.464
Beta_20,241.9,0.233192,299.53
Beta_20,241.8,0.24376,299.597
Beta_20,241.7,0.250904,299.665
Beta_20,241.6,0.220506,299.735
Beta_20,241.5,0.232609,299.803
Beta_20,241.4,0.214996,299.872
Beta_20,241.3,0.164397,299.941
Beta_20,241.2,0.159971,300.009
Beta_20,241.1,0.156329,300.075
Beta_20,241,0.16493,300.142
Beta_20,240.9,0.093911,300.211
Beta_20,240.8,0.0429306,300.282
Beta_20,240.7,0.0817821,300.351
Beta_20,240.6,0.0686729,300.425
Beta_20,240.5,0.0614193,300.499
Beta_20,240.4,0.00548401,300.572
Beta_20,240.3,-0.00265083,300.646
Beta_20,240.2,-0.00564461,300.718
Beta_20,240.1,-0.0259621,300.791
Beta_20,240,-0.0109726,300.866
Beta_20,239.9,0.0273701,300.943
Beta_20,239.8,0.0461578,301.019
Beta_20,239.7,0.0177998,301.097
Beta_20,239.6,0.0384213,301.175
Beta_20,239.5,0.0622158,301.257
Beta_20,239.4,0.0209579,301.338
Beta_20,239.3,0.0421867,301.418
Beta_20,239.2,0.0538822,301.499
Beta_20,239.1,0.101301,301.584
Beta_20,239,0.149686,301.668
Beta_20,238.9,0.12732,301.753
Beta_20,238.8,0.146221,301.838
Beta_20,238.7,0.2116,301.922
Beta_20,238.6,0.176741,302.007
Beta_20,238.5,0.18503,302.094
Beta_20,238.4,0.184182,302.182
Beta_20,238.3,0.100529,302.271
Beta_20,238.2,0.0771839,302.358
Beta_20,238.1,0.0873074,302.442
Beta_20,238,0.0888351,302.527
Beta_20,237.9,0.0262306,302.614
Beta_20,237.8,0.00453377,302.698
Beta_20,237.7,-0.0270107,302.784
Beta_20,237.6,-0.0424171,302.873
Beta_20,237.5,-0.0751423,302.96
Beta_20,237.4,-0.12882,303.05
Beta_20,237.3,-0.18083,303.139
Beta_20,237.2,-0.234777,303.226
Beta_20,237.1,-0.217049,303.313
Beta_20,237,-0.184598,303.402
Beta_20,236.9,-0.16411,303.486
Beta_20,236.8,-0.232333,303.574
Beta_20,236.7,-0.234004,303.663
Beta_20,236.6,-0.228819,303.753
Beta_20,236.5,-0.172392,303.843
Beta_20,236.4,-0.13348,303.93
Beta_20,236.3,-0.123783,304.02
Beta_20,236.2,-0.112123,304.116
Beta_20,236.1,-0.105061,304.21
Beta_20,236,-0.0810879,304.303
Beta_20,235.9,-0.0829174,304.397
Beta_20,235.8,-0.158653,304.494
Beta_20,235.7,-0.176104,304.589
Beta_20,235.6,-0.199789,304.683
Beta_20,235.5,-0.171232,304.782
Beta_20,235.4,-0.231686,304.879
Beta_20,235.3,-0.252246,304.973
Beta_20,235.2,-0.270183,305.067
Beta_20,235.1,-0.38645,305.166
Beta_20,235,-0.43454,305.266
Beta_20,234.9,-0.484405,305.358
Beta_20,234.8,-0.485596,305.453
Beta_20,234.7,-0.5632,305.55
Beta_20,234.6,-0.554397,305.644
Beta_20,234.5,-0.509896,305.737
Beta_20,234.4,-0.514537,305.833
Beta_20,234.3,-0.505067,305.931
Beta_20,234.2,-0.588855,306.027
Beta_20,234.1,-0.60361,306.126
Beta_20,234,-0.603983,306.224
Beta_20,233.9,-0.701723,306.326
Beta_20,233.8,-0.686693,306.426
Beta_20,233.7,-0.707059,306.522
Beta_20,233.6,-0.74179,306.621
Beta_20,233.5,-0.746017,306.725
Beta_20,233.4,-0.757346,306.823
Beta_20,233.3,-0.812561,306.925
Beta_20,233.2,-0.786312,307.027
Beta_20,233.1,-0.80072,307.128
Beta_20,233,-0.83108,307.233
Beta_20,232.9,-0.86786,307.331
Beta_20,232.8,-0.88445,307.431
Beta_20,232.7,-0.896451,307.534
Beta_20,232.6,-0.861252,307.638
Beta_20,232.5,-0.856876,307.738
Beta_20,232.4,-0.905441,307.84
Beta_20,232.3,-0.959488,307.94
Beta_20,232.2,-0.99752,308.041
Beta_20,232.1,-1.02806,308.141
Beta_20,232,-0.962046,308.244
Beta_20,231.9,-1.01878,308.35
Beta_20,231.8,-1.04557,308.455
Beta_20,231.7,-1.10007,308.556
Beta_20,231.6,-1.08788,308.662
Beta_20,231.5,-1.04564,308.77
Beta_20,231.4,-1.06031,308.872
Beta_20,231.3,-1.07334,308.969
Beta_20,231.2,-1.07888,309.073
Beta_20,231.1,-1.08478,309.174
Beta_20,231,-1.0547,309.278
Beta_20,230.9,-1.05666,309.374
Beta_20,230.8,-1.07424,309.475
Beta_20,230.7,-1.11345,309.572
Beta_20,230.6,-1.21095,309.669
Beta_20,230.5,-1.24497,309.765
Beta_20,230.4,-1.25886,309.863
Beta_20,230.3,-1.27956,309.96
Beta_20,230.2,-1.34794,310.055
Beta_20,230.1,-1.43059,310.156
Beta_20,230,-1.48325,310.259
Beta_20,229.9,-1.5135,310.363
Beta_20,229.8,-1.54362,310.469
Beta_20,229.7,-1.54793,310.573
Beta_20,229.6,-1.61992,310.683
Beta_20,229.5,-1.66174,310.79
Beta_20,229.4,-1.639,310.903
Beta_20,229.3,-1.63239,311.015
Beta_20,229.2,-1.68628,311.128
Beta_20,229.1,-1.69867,311.239
Beta_20,229,-1.72959,311.355
Beta_20,228.9,-1.74015,311.465
Beta_20,228.8,-1.6963,311.574
Beta_20,228.7,-1.70277,311.688
Beta_20,228.6,-1.81712,311.796
Beta_20,228.5,-1.87641,311.906
Beta_20,228.4,-1.94646,312.021
Beta_20,228.3,-1.96401,312.129
Beta_20,228.2,-2.00928,312.239
Beta_20,228.1,-2.10555,312.349
Beta_20,228,-2.13254,312.456
Beta_20,227.9,-2.1785,312.563
Beta_20,227.8,-2.19529,312.671
Beta_20,227.7,-2.21079,312.778
Beta_20,227.6,-2.25161,312.892
Beta_20,227.5,-2.28355,313.008
Beta_20,227.4,-2.2875,313.118
Beta_20,227.3,-2.22197,313.232
Beta_20,227.2,-2.1832,313.347
Beta_20,227.1,-2.21039,313.46
Beta_20,227,-2.22853,313.576
Beta_20,226.9,-2.20284,313.696
Beta_20,226.8,-2.25841,313.817
Beta_20,226.7,-2.3039,313.936
Beta_20,226.6,-2.32048,314.058
Beta_20,226.5,-2.34966,314.18
Beta_20,226.4,-2.3504,314.309
Beta_20,226.3,-2.38361,314.434
Beta_20,226.2,-2.40225,314.563
Beta_20,226.1,-2.49455,314.692
Beta_20,226,-2.5693,314.823
Beta_20,225.9,-2.6287,314.95
Beta_20,225.8,-2.67003,315.072
Beta_20,225.7,-2.62842,315.2
Beta_20,225.6,-2.70877,315.328
Beta_20,225.5,-2.73014,315.456
Beta_20,225.4,-2.78308,315.587
Beta_20,225.3,-2.77682,315.718
Beta_20,225.2,-2.86576,315.849
Beta_20,225.1,-2.89699,315.974
Beta_20,225,-2.93629,316.1
Beta_20,224.9,-2.99577,316.219
Beta_20,224.8,-2.93103,316.342
Beta_20,224.7,-2.99878,316.465
Beta_20,224.6,-3.06261,316.592
Beta_20,224.5,-3.11451,316.725
Beta_20,224.4,-3.12076,316.857
Beta_20,224.3,-3.11501,316.992
Beta_20,224.2,-3.12642,317.124
Beta_20,224.1,-3.1312,317.247
Beta_20,224,-3.13235,317.376
Beta_20,223.9,-3.15227,317.504
Beta_20,223.8,-3.13772,317.637
Beta_20,223.7,-3.10737,317.773
Beta_20,223.6,-3.0735,317.909
Beta_20,223.5,-3.16431,318.044
Beta_20,223.4,-3.12282,318.182
Beta_20,223.3,-3.09615,318.318
Beta_20,223.2,-3.07834,318.452
Beta_20,223.1,-3.07589,318.586
Beta_20,223,-3.10464,318.722
Beta_20,222.9,-3.07047,318.858
Beta_20,222.8,-3.05098,318.999
Beta_20,222.7,-3.07581,319.139
Beta_20,222.6,-3.00473,319.276
Beta_20,222.5,-3.00672,319.415
Beta_20,222.4,-3.01918,319.552
Beta_20,222.3,-3.03459,319.693
Beta_20,222.2,-3.15472,319.83
Beta_20,222.1,-3.16696,319.967
Beta_20,222,-3.18861,320.108
Beta_20,221.9,-3.19794,320.249
Beta_20,221.8,-3.22023,320.39
Beta_20,221.7,-3.26144,320.525
Beta_20,221.6,-3.32117,320.665
Beta_20,221.5,-3.38961,320.804
Beta_20,221.4,-3.46298,320.942
Beta_20,221.3,-3.51658,321.087
Beta_20,221.2,-3.50185,321.229
Beta_20,221.1,-3.55514,321.368
Beta_20,221,-3.60097,321.507
Beta_20,220.9,-3.53635,321.651
Beta_20,220.8,-3.53469,321.796
Beta_20,220.7,-3.52409,321.938
Beta_20,220.6,-3.55053,322.079
Beta_20,220.5,-3.54258,322.216
Beta_20,220.4,-3.50264,322.352
Beta_20,220.3,-3.46183,322.49
Beta_20,220.2,-3.3984,322.626
Beta_20,220.1,-3.29659,322.761
Beta_20,220,-3.28713,322.894
Beta_20,219.9,-3.33877,323.021
Beta_20,219.8,-3.36729,323.153
Beta_20,219.7,-3.33613,323.287
Beta_20,219.6,-3.41218,323.417
Beta_20,219.5,-3.37916,323.547
Beta_20,219.4,-3.32126,323.674
Beta_20,219.3,-3.33028,323.805
Beta_20,219.2,-3.32066,323.935
Beta_20,219.1,-3.3878,324.069
Beta_20,219,-3.41036,324.204
Beta_20,218.9,-3.42714,324.338
Beta_20,218.8,-3.49022,324.471
Beta_20,218.7,-3.47178,324.605
Beta_20,218.6,-3.45001,324.739
Beta_20,218.5,-3.3442,324.877
Beta_20,218.4,-3.35466,325.01
Beta_20,218.3,-3.31225,325.143
Beta_20,218.2,-3.28096,325.277
Beta_20,218.1,-3.29288,325.41
Beta_20,218,-3.30044,325.541
Beta_20,217.9,-3.28824,325.674
Beta_20,217.8,-3.22714,325.807
Beta_20,217.7,-3.15636,325.937
Beta_20,217.6,-3.12485,326.065
Beta_20,217.5,-3.06511,326.198
Beta_20,217.4,-3.09079,326.327
Beta_20,217.3,-3.03269,326.458
Beta_20,217.2,-3.01276,326.588
Beta_20,217.1,-2.99818,326.717
Beta_20,217,-2.97776,326.845
Beta_20,216.9,-2.8883,326.975
Beta_20,216.8,-2.91086,327.105
Beta_20,216.7,-2.88104,327.236
Beta_20,216.6,-2.85497,327.365
Beta_20,216.5,-2.83206,327.497
Beta_20,216.4,-2.88013,327.626
Beta_20,216.3,-2.85054,327.757
Beta_20,216.2,-2.79688,327.884
Beta_20,216.1,-2.77348,328.011
Beta_20,216,-2.7532,328.141
Beta_20,215.9,-2.74787,328.273
Beta_20,215.8,-2.69041,328.403
Beta_20,215.7,-2.65635,328.532
Beta_20,215.6,-2.66359,328.662
Beta_20,215.5,-2.62081,328.789
Beta_20,215.4,-2.59358,328.919
Beta_20,215.3,-2.58878,329.048
Beta_20,215.2,-2.55284,329.172
Beta_20,215.1,-2.54496,329.297
Beta_20,215,-2.56208,329.426
Beta_20,214.9,-2.52227,329.557
Beta_20,214.8,-2.51764,329.688
Beta_20,214.7,-2.49158,329.816
Beta_20,214.6,-2.44079,329.944
Beta_20,214.5,-2.47839,330.072
Beta_20,214.4,-2.48436,330.202
Beta_20,214.3,-2.45818,330.331
Beta_20,214.2,-2.47019,330.461
Beta_20,214.1,-2.43402,330.589
Beta_20,214,-2.37127,330.721
Beta_20,213.9,-2.31689,330.854
Beta_20,213.8,-2.27604,330.991
Beta_20,213.7,-2.13167,331.13
